Szv9GbhxTzmRduZqvlfM,6437,3,160428,6437,2,159999
RnnfecDpCCUHFwBI8WlD,6457,3,161126,6457,2,160231
RnnfecDpCCUHFwBI8WlD,6457,5,161066,6457,4,160923
RnnfecDpCCUHFwBI8WlD,6458,4,161864,6458,3,162101
dO300yxHymoQ0Cj5S2Ez,6477,2,160828,6477,1,173225
dO300yxHymoQ0Cj5S2Ez,6477,4,161040,6477,3,161009
dO300yxHymoQ0Cj5S2Ez,6478,2,161840,6478,1,173477
ogNENFrG101F6ho4VPIS,6498,3,162012,6498,2,162025
ogNENFrG101F6ho4VPIS,6498,5,163016,6498,4,162905
1P8GcZbRIywYc2vpMGjq,6517,3,162078,6517,2,161751
1P8GcZbRIywYc2vpMGjq,6517,5,161852,6517,4,161833
1P8GcZbRIywYc2vpMGjq,6518,3,163120,6518,2,162899
YS3idiBqiV8turo4w4N2,6537,4,162766,6537,3,162229
86U4eJIhFwx8NRIsieSf,6557,5,163328,6557,4,162943
DBNGNUKZZZhegkn77t3N,6577,3,163182,6577,2,163305
DBNGNUKZZZhegkn77t3N,6577,5,163646,6577,4,163581
DBNGNUKZZZhegkn77t3N,6578,4,164570,6578,3,164061
TVnBbqLfaqBJhpsFDZ3L,6597,2,163752,6597,1,173579
TVnBbqLfaqBJhpsFDZ3L,6598,5,165388,6598,4,164911
E2fcq3jWyBd7MuLF74mp,6617,4,164324,6617,3,164011
E2fcq3jWyBd7MuLF74mp,6618,3,164904,6618,2,165035
zqDZlymomxguCvhob2jx,6637,2,164756,6637,1,173705
zqDZlymomxguCvhob2jx,6637,5,164928,6637,4,164391
WB7NqAUrZK9cZSKzWP8h,6657,4,165268,6657,3,165151
WB7NqAUrZK9cZSKzWP8h,6658,3,166024,6658,2,165679
rVfEhcZuR59dmpLhKZ5v,6677,4,165666,6677,3,165507
rVfEhcZuR59dmpLhKZ5v,6678,3,166290,6678,2,166133
DXdTWzUCLSYAQu27lTo8,6697,2,166588,6697,1,173729
DXdTWzUCLSYAQu27lTo8,6697,5,166138,6697,4,166547
DXdTWzUCLSYAQu27lTo8,6698,2,167310,6698,1,173935
1gvtCE9Fa0nZO7xHF337,6718,5,167122,6718,4,167049
qdsHd3X5KAQWj10NpDEr,6737,4,166806,6737,3,166683
qdsHd3X5KAQWj10NpDEr,6738,4,167578,6738,3,167457
qh3zqjeUEkQO8sXaHVVP,6757,2,166932,6757,1,173893
qh3zqjeUEkQO8sXaHVVP,6757,4,167194,6757,3,167271
qh3zqjeUEkQO8sXaHVVP,6758,3,167974,6758,2,167639
L9eI2itCcn0LpHs5xFuh,6778,5,167854,6778,4,168193
EbEC3noli6lth8RJc0ge,6797,3,167392,6797,2,167203
EbEC3noli6lth8RJc0ge,6798,4,168088,6798,3,168051
B20FP46jJajtnOZWPZ6G,6817,5,167838,6817,4,167839
B20FP46jJajtnOZWPZ6G,6818,3,168666,6818,2,168741
j692kY7B81YouEIgmHLX,6837,4,168684,6837,3,168071
j692kY7B81YouEIgmHLX,6838,2,168730,6838,1,174125
XJJlEjS3NwGh9b42AqPZ,6857,4,169048,6857,3,168953
XJJlEjS3NwGh9b42AqPZ,6858,4,169644,6858,3,169593
LCC8QwxxMER3qhuiMZ6S,6877,3,169162,6877,2,168979
gXqccpRkGCJt1id6LL87,6897,5,169150,6897,4,168971
gXqccpRkGCJt1id6LL87,6898,2,169906,6898,1,174229
gXqccpRkGCJt1id6LL87,6898,5,169728,6898,4,169575
VSoG1fjugFZKkWqFI5iJ,6917,5,169626,6917,4,169585
VSoG1fjugFZKkWqFI5iJ,6918,5,170228,6918,4,170129
N7gpth9peyGIl2BZf6kM,6937,3,169884,6937,2,169681
N7gpth9peyGIl2BZf6kM,6938,3,170412,6938,2,170227
iiYMeR1ao41WqpYMTLzT,6957,2,170142,6957,1,174193
iiYMeR1ao41WqpYMTLzT,6957,4,170144,6957,3,170315
iiYMeR1ao41WqpYMTLzT,6958,3,170870,6958,2,170677
uXxCI4J0QDS1MoDVZEpl,6978,2,170836,6978,1,174363
uXxCI4J0QDS1MoDVZEpl,6978,4,171034,6978,3,170765
bbacOpdip6t3qiWfgf7h,6998,4,171062,6998,3,171263
NZc9Xav2eTvH4YA0wHst,7017,5,171022,7017,4,170717
F55i4CedATOCYujq2tj5,7037,3,171036,7037,2,171097
F55i4CedATOCYujq2tj5,7037,5,171172,7037,4,170967
F55i4CedATOCYujq2tj5,7038,4,171418,7038,3,171471
otu468kJWQdHwsuewuXM,7057,2,171308,7057,1,174331
otu468kJWQdHwsuewuXM,7058,3,171752,7058,2,171705
otu468kJWQdHwsuewuXM,7058,5,171932,7058,4,171861
3PzPfagX4nFp5bpoNMxT,7077,5,171636,7077,4,171729
3PzPfagX4nFp5bpoNMxT,7078,2,172108,7078,1,174451
NecshT36BZHeh3vN1TAr,7097,2,171868,7097,1,174401
NecshT36BZHeh3vN1TAr,7097,5,172140,7097,4,172015
NecshT36BZHeh3vN1TAr,7098,4,172340,7098,3,172345
mpe1cVOEu5zTNGgPJ12C,7118,3,172384,7118,2,172499
xxOHxO7ggGB0PQhDOnAb,7137,2,172144,7137,1,174453
xxOHxO7ggGB0PQhDOnAb,7137,5,172346,7137,4,172297
xxOHxO7ggGB0PQhDOnAb,7138,3,172602,7138,2,172445
