QMSJUXDWHqLbvANkZcUX,889,5,17540,889,4,17731
QMSJUXDWHqLbvANkZcUX,890,5,18588,890,4,18709
QMSJUXDWHqLbvANkZcUX,893,4,21816,893,3,21557
eNBmh2ah5wdPbv2k1CYX,904,4,12488,904,3,12525
eNBmh2ah5wdPbv2k1CYX,905,5,13434,905,4,13651
eNBmh2ah5wdPbv2k1CYX,906,3,14664,906,2,14759
eNBmh2ah5wdPbv2k1CYX,907,5,15560,907,4,15781
eNBmh2ah5wdPbv2k1CYX,909,4,17906,909,3,17751
eNBmh2ah5wdPbv2k1CYX,911,4,19886,911,3,19855
eNBmh2ah5wdPbv2k1CYX,912,3,20848,912,2,21191
DkX1OYYG4RIcqD2yoGV3,925,3,13820,925,2,13969
DkX1OYYG4RIcqD2yoGV3,927,5,16060,927,4,16091
DkX1OYYG4RIcqD2yoGV3,928,4,17252,928,3,17023
DkX1OYYG4RIcqD2yoGV3,929,3,18028,929,2,18299
DkX1OYYG4RIcqD2yoGV3,931,4,20412,931,3,20031
DkX1OYYG4RIcqD2yoGV3,932,5,21254,932,4,21461
DkX1OYYG4RIcqD2yoGV3,934,3,23328,934,2,23817
kFwG2fTaZftfyoyLZ4Uq,944,2,13002,944,1,18107
kFwG2fTaZftfyoyLZ4Uq,945,3,14226,945,2,14031
kFwG2fTaZftfyoyLZ4Uq,946,4,15342,946,3,15333
kFwG2fTaZftfyoyLZ4Uq,947,4,16424,947,3,16269
kFwG2fTaZftfyoyLZ4Uq,948,4,17332,948,3,17369
kFwG2fTaZftfyoyLZ4Uq,949,3,18446,949,2,18257
kFwG2fTaZftfyoyLZ4Uq,951,5,20820,951,4,20349
kFwG2fTaZftfyoyLZ4Uq,952,3,21978,952,2,21337
kFwG2fTaZftfyoyLZ4Uq,953,3,22978,953,2,22397
kFwG2fTaZftfyoyLZ4Uq,953,5,22916,953,4,22445
kFwG2fTaZftfyoyLZ4Uq,954,4,23544,954,3,23959
8NeTvcvNPT2ddZ3EfwWE,965,2,14322,965,1,20531
8NeTvcvNPT2ddZ3EfwWE,965,5,14158,965,4,14467
8NeTvcvNPT2ddZ3EfwWE,966,2,15302,966,1,22969
8NeTvcvNPT2ddZ3EfwWE,966,4,15488,966,3,15491
8NeTvcvNPT2ddZ3EfwWE,967,2,16478,967,1,25413
8NeTvcvNPT2ddZ3EfwWE,968,5,17298,968,4,17839
8NeTvcvNPT2ddZ3EfwWE,969,4,18930,969,3,18843
8NeTvcvNPT2ddZ3EfwWE,972,5,21448,972,4,22135
8NeTvcvNPT2ddZ3EfwWE,973,4,23190,973,3,23111
8NeTvcvNPT2ddZ3EfwWE,974,4,24322,974,3,24131
pUVEqU8d6yNNCg99Y5EG,984,2,13590,984,1,18495
pUVEqU8d6yNNCg99Y5EG,984,4,13610,984,3,13591
pUVEqU8d6yNNCg99Y5EG,985,2,14680,985,1,20991
pUVEqU8d6yNNCg99Y5EG,986,2,15808,986,1,23419
pUVEqU8d6yNNCg99Y5EG,986,5,15840,986,4,15703
pUVEqU8d6yNNCg99Y5EG,988,4,17916,988,3,17791
pUVEqU8d6yNNCg99Y5EG,989,4,18898,989,3,18849
pUVEqU8d6yNNCg99Y5EG,990,4,20014,990,3,19951
pUVEqU8d6yNNCg99Y5EG,991,5,21068,991,4,21087
pUVEqU8d6yNNCg99Y5EG,992,4,22102,992,3,22015
pUVEqU8d6yNNCg99Y5EG,993,5,23430,993,4,23267
pUVEqU8d6yNNCg99Y5EG,994,3,24098,994,2,24259
pUVEqU8d6yNNCg99Y5EG,994,5,24536,994,4,24211
D2XNdwXFWgZDpypWO2Cc,1004,5,13868,1004,4,14091
D2XNdwXFWgZDpypWO2Cc,1006,2,16104,1006,1,23325
D2XNdwXFWgZDpypWO2Cc,1006,5,15996,1006,4,16189
D2XNdwXFWgZDpypWO2Cc,1007,5,17002,1007,4,17247
D2XNdwXFWgZDpypWO2Cc,1008,3,18548,1008,2,18189
D2XNdwXFWgZDpypWO2Cc,1008,5,18132,1008,4,18223
D2XNdwXFWgZDpypWO2Cc,1009,2,19216,1009,1,30577
D2XNdwXFWgZDpypWO2Cc,1009,4,19286,1009,3,19577
D2XNdwXFWgZDpypWO2Cc,1011,4,21264,1011,3,21563
D2XNdwXFWgZDpypWO2Cc,1012,3,22596,1012,2,22345
D2XNdwXFWgZDpypWO2Cc,1013,5,23338,1013,4,23391
D2XNdwXFWgZDpypWO2Cc,1014,5,24418,1014,4,24353
rJZzggSM2voh25BCSk3G,1024,2,14300,1024,1,18563
rJZzggSM2voh25BCSk3G,1025,2,15336,1025,1,21075
rJZzggSM2voh25BCSk3G,1025,4,15400,1025,3,15259
rJZzggSM2voh25BCSk3G,1026,4,16446,1026,3,16391
rJZzggSM2voh25BCSk3G,1027,4,17362,1027,3,17481
rJZzggSM2voh25BCSk3G,1028,3,18580,1028,2,18747
rJZzggSM2voh25BCSk3G,1028,5,18596,1028,4,18429
rJZzggSM2voh25BCSk3G,1031,3,21654,1031,2,21903
rJZzggSM2voh25BCSk3G,1031,5,21480,1031,4,21755
rJZzggSM2voh25BCSk3G,1032,4,22736,1032,3,22631
rJZzggSM2voh25BCSk3G,1033,4,23824,1033,3,23655
rWJf22et6dqAnXPEFd5H,1044,2,14630,1044,1,18883
rWJf22et6dqAnXPEFd5H,1046,2,16840,1046,1,23889
rWJf22et6dqAnXPEFd5H,1047,2,17932,1047,1,26361
rWJf22et6dqAnXPEFd5H,1047,4,17866,1047,3,17711
rWJf22et6dqAnXPEFd5H,1048,2,18938,1048,1,28793
rWJf22et6dqAnXPEFd5H,1050,5,21122,1050,4,21083
rWJf22et6dqAnXPEFd5H,1051,3,22040,1051,2,22095
